"","aldrin","dieldrin","DDT"
"1",0.0522231002938666,0.0719428535114865,1.92777564071962
"2",0.0371636530912733,0.0912028646778192,1.85189771774557
"3",0.0347051330931075,0.0335561586923402,1.50909909668409
"4",0.0451861338576516,0.0793321585838233,2.2676300296862
"5",0.0672586529115917,0.0701295253496979,1.76595365519232
"6",0.0781180183301154,0.0701044990699784,2.25722155971263
"7",0.0659282322292268,0.091186689669246,1.63600808201814
"8",0.0400967948005578,0.0660894931580122,1.86273025428787
"9",0.056907530149536,0.0718677525110229,1.24859734091222
"10",0.0499367120237517,0.0705111300335204,1.31917193329815
